Event,Distance,Sex,Ranking,Time 1,Miliseconds,Relay,When,Swimmer,id2,Swimmer nationality,Continent nationality,Date,Meet,Meet location
200 m breaststroke,200,Male,28,02:33.70,153007,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,Asia,"Friday, August 5, 1955",,"Tokyo, Japan"
200 m breaststroke,200,Male,29,02:31.00,151000,,Final,Masaru Furukawa,Masaru_Furukawa,Japan,Asia,"Saturday, October 1, 1955",,"Tokyo, Japan"
200 m individual medley,200,Male,1,02:30.70,150007,,Final,George Harrison,George_Harrison,United States,America,"Friday, August 24, 1956",,"Los Angeles, California"
200 m freestyle,200,Male,15,02:01.50,121005,,Final,Dick Hanley,Dick_Hanley,United States,America,"Friday, March 8, 1957",-,"Minneapolis, United States"
200 m backstroke,200,Male,17,02:18.30,138003,,Final,Gilbert Bozon,Gilbert_Bozon,France,Europe,"Wednesday, January 15, 1958",,"Algiers, Algeria"
200 m freestyle,200,Male,16,02:04.80,124008,,Final,John Konrads,John_Konrads,Australia,Oceania,"Saturday, January 18, 1958",-,"Sydney, Australia"
200 m backstroke,200,Male,17,02:18.30,138003,,Final,Gilbert Bozon,Gilbert_Bozon,France,Europe,"Tuesday, February 18, 1958",-,"Algiers, Algeria"
200 m freestyle,200,Male,17,02:03.20,123002,,Final,John Konrads,John_Konrads,Australia,Oceania,"Monday, May 5, 1958",-,"Sydney, Australia"
200 m breaststroke,200,Male,30,02:36.50,156005,,Final,Terence Gathercole,Terence_Gathercole,Australia,Oceania,"Saturday, June 28, 1958",,"Townsville, Australia"
200 m individual medley,200,Male,2,02:29.10,149001,,Final,Frank Brunnell,Frank_Brunnell,United States,America,"Saturday, July 19, 1958",,"Akron, Ohio"
200 m freestyle,200,Male,18,02:03.00,123000,,Final,Tsuyoshi Yamanaka,Tsuyoshi_Yamanaka,Japan,Asia,"Friday, August 22, 1958",-,"Osaka, Japan"
200 m freestyle,200,Male,19,02:02.20,122002,,Final,John Konrads,John_Konrads,Australia,Oceania,"Friday, January 16, 1959",-,"Sydney, Australia"
200 m individual medley,200,Male,3,02:26.20,146002,,Final,Gary Heinrich,Gary_Heinrich,United States,America,"Saturday, June 27, 1959",,"Los Angeles, California"
200 m butterfly,200,Male,1,02:19.00,139000,,Final,Mike Troy,Mike_Troy,United States,America,"Saturday, July 11, 1959",,"Los Altos, United States"
200 m butterfly,200,Male,2,02:16.40,136004,,Final,Mike Troy,Mike_Troy,United States,America,"Saturday, July 11, 1959",,"Los Altos, United States"
200 m individual medley,200,Male,4,02:24.70,144007,,Final,Lance Larson,Lance_Larson,United States,America,"Saturday, July 11, 1959",,"Santa Clara, California"
200 m backstroke,200,Male,17,02:17.90,137009,,Final,Frank McKinney,Frank_McKinney,United States,America,"Sunday, July 12, 1959",-,[6][8]
200 m backstroke,200,Male,17,02:17.80,137008,,Final,Frank McKinney,Frank_McKinney,United States,America,"Saturday, July 25, 1959",-,"Osaka, Japan"
200 m freestyle,200,Male,20,02:01.50,121005,,Final,Tsuyoshi Yamanaka,Tsuyoshi_Yamanaka,Japan,Asia,"Sunday, July 26, 1959",-,"Osaka, Japan"
200 m backstroke,200,Male,17,02:17.60,137006,,Final,Chuck Bittick,Chuck_Bittick,United States,America,"Sunday, June 26, 1960",-,"Los Angeles, United States"
200 m butterfly,200,Male,3,02:15.00,135000,,Final,Mike Troy,Mike_Troy,United States,America,"Sunday, July 10, 1960",,"Evansville, United States"
200 m butterfly,200,Male,4,02:13.40,133004,,Final,Mike Troy,Mike_Troy,United States,America,"Saturday, July 23, 1960",,"Toledo, United States"
200 m individual medley,200,Male,5,02:22.20,142002,,Final,John McGill,John_McGill,United States,America,"Saturday, July 23, 1960",,"Toledo, Ohio"
200 m individual medley,200,Male,6,02:22.10,142001,,Final,Ted Stickles,Ted_Stickles,United States,America,"Saturday, July 23, 1960",,"Toledo, Ohio"
200 m backstroke,200,Male,17,02:16.00,136000,,Final,Tom Stock,Tom_Stock,United States,America,"Sunday, July 24, 1960",-,[6]
200 m butterfly,200,Male,5,02:13.20,133002,,Final,Mike Troy,Mike_Troy,United States,America,"Thursday, August 4, 1960",,"Detroit, United States"
200 m butterfly,200,Male,6,02:12.80,132008,,Final,Mike Troy,Mike_Troy,United States,America,"Friday, September 2, 1960",,"Rome, Italy"
200 m freestyle,200,Male,21,02:01.20,121002,,Final,Tsuyoshi Yamanaka,Tsuyoshi_Yamanaka,Japan,Asia,"Saturday, June 24, 1961",-,"Osaka, Japan"
200 m backstroke,200,Male,17,02:13.20,133002,,Final,Tom Stock,Tom_Stock,United States,America,"Sunday, July 2, 1961",-,"Chicago, United States"
200 m individual medley,200,Male,7,02:21.30,141003,,Final,Ted Stickles,Ted_Stickles,United States,America,"Sunday, July 2, 1961",,"Chicago, Illinois"
200 m individual medley,200,Male,8,02:20.50,140005,,Final,Ted Stickles,Ted_Stickles,United States,America,"Saturday, July 22, 1961",,"Cuyahoga Falls, Ohio"
200 m breaststroke,200,Male,31,02:33.60,153006,,Final,Chet Jastremski,Chet_Jastremski,United States,America,"Friday, July 28, 1961",,"Tokyo, Japan"
200 m freestyle,200,Male,22,02:01.10,121001,,Final,Tsuyoshi Yamanaka,Tsuyoshi_Yamanaka,Japan,Asia,"Sunday, August 6, 1961",-,"Tokyo, Japan"
200 m breaststroke,200,Male,32,02:29.60,149006,,Final,Chet Jastremski,Chet_Jastremski,United States,America,"Saturday, August 19, 1961",,"Los Angeles, United States"
200 m butterfly,200,Male,7,02:12.60,132006,,Final,Carl Robie,Carl_Robie,United States,America,"Saturday, August 19, 1961",,"Los Angeles, United States"
200 m individual medley,200,Male,9,02:19.60,139006,,Final,Ted Stickles,Ted_Stickles,United States,America,"Saturday, August 19, 1961",MenÃ¢â¬â¢s NAAA Championships,"Los Angeles, California"
200 m individual medley,200,Male,10,02:15.90,135009,,Final,Ted Stickles,Ted_Stickles,United States,America,"Saturday, August 19, 1961",,"Los Angeles, California"
200 m backstroke,200,Male,17,02:11.50,131005,,Final,Tom Stock,Tom_Stock,United States,America,"Sunday, August 20, 1961",-,"Los Angeles, United States"
200 m freestyle,200,Male,23,02:00.40,120004,,Final,Tsuyoshi Yamanaka,Tsuyoshi_Yamanaka,Japan,Asia,"Sunday, August 20, 1961",Men's National Outdoor Swimming Championships,"Los Angeles, United States"
200 m butterfly,200,Male,8,02:12.50,132005,,Final,Kevin Berry,Kevin_Berry,Australia,Oceania,"Tuesday, February 20, 1962",,"Melbourne, Australia"
200 m backstroke,200,Male,17,02:10.90,130009,,Final,Tom Stock,Tom_Stock,United States,America,"Friday, August 10, 1962",-,"Cuyahoga Falls, United States"
200 m butterfly,200,Male,9,02:12.40,132004,,Final,Carl Robie,Carl_Robie,United States,America,"Saturday, August 11, 1962",,"Cuyahoga Falls, United States"
200 m butterfly,200,Male,10,02:10.80,130008,,Final,Carl Robie,Carl_Robie,United States,America,"Saturday, August 11, 1962",,"Cuyahoga Falls, United States"
200 m freestyle,200,Male,23=,02:00.40,120004,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, August 11, 1962",Men's National Outdoor Swimming Championships,"Cuyahoga Falls, Summit County, Ohio, United States"
200 m butterfly,200,Male,11,02:09.70,129007,,Final,Kevin Berry,Kevin_Berry,Australia,Oceania,"Tuesday, October 23, 1962",,"Melbourne, Australia"
200 m butterfly,200,Male,12,02:08.40,128004,,Final,Kevin Berry,Kevin_Berry,Australia,Oceania,"Saturday, January 12, 1963",,"Sydney, Australia"
200 m butterfly,200,Male,13,02:08.20,128002,,Final,Carl Robie,Carl_Robie,United States,America,"Monday, March 18, 1963",,"Tokyo, Japan"
200 m freestyle,200,Male,24,02:00.30,120003,,Final,Bob Windle,Bob_Windle,Australia,Oceania,"Sunday, April 21, 1963",-,"Tokyo, Japan"
200 m freestyle,200,Male,25,01:58.80,118008,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, July 27, 1963",5th Annual Los Angeles Invitiational,"Los Angeles, United States"
200 m freestyle,200,Male,26,01:58.50,118005,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, August 17, 1963",6th US-Japan swimming and diving meet,"Tokyo, Japan"
200 m freestyle,200,Male,27,01:58.40,118004,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, August 24, 1963",-,"Osaka, Japan"
200 m butterfly,200,Male,14,02:06.90,126009,,Final,Kevin Berry,Kevin_Berry,Australia,Oceania,"Sunday, March 29, 1964",,"Sydney, Australia"
200 m freestyle,200,Male,28,01:58.20,118002,,Final,Hans-Joachim Klein,Hans-Joachim_Klein,Germany,Europe,"Sunday, May 24, 1964",-,"Dortmund, West Germany"
200 m freestyle,200,Male,29,01:57.60,117006,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, August 1, 1964",-,"Los Altos, United States"
200 m individual medley,200,Male,11,02:15.50,135005,,Final,Dick Roth,Dick_Roth,United States,America,"Sunday, August 2, 1964",,"Los Altos, California"
200 m individual medley,200,Male,12,02:14.90,134009,,Final,Dick Roth,Dick_Roth,United States,America,"Saturday, August 15, 1964",,"Maumee, Ohio"
200 m breaststroke,200,Male,33,02:28.20,148002,,Final,Chet Jastremski,Chet_Jastremski,United States,America,"Sunday, August 30, 1964",,"New York City, United States"
200 m backstroke,200,Male,17,02:10.30,130003,,Final,Jed Graef,Jed_Graef,United States,America,"Tuesday, October 13, 1964",1964 Summer Olympics,"Tokyo, Japan"
200 m breaststroke,200,Male,34,02:27.80,147008,,Final,Ian O'Brien,Ian_O'Brien,Australia,Oceania,"Thursday, October 15, 1964",,"Tokyo, Japan"
200 m butterfly,200,Male,15,02:06.60,126006,,Final,Kevin Berry,Kevin_Berry,Australia,Oceania,"Sunday, October 18, 1964",,"Tokyo, Japan"
200 m individual medley,200,Male,13,02:13.10,133001,,Final,Greg Buckingham,Greg_Buckingham,United States,America,"Sunday, July 24, 1966",,"Los Altos, California"
200 m freestyle,200,Male,30,01:57.20,117002,,Final,Don Schollander,Don_Schollander,United States,America,"Friday, July 29, 1966",-,"Los Angeles, United States"
200 m freestyle,200,Male,31,01:56.20,116002,,Final,Don Schollander,Don_Schollander,United States,America,"Friday, August 19, 1966",-,"Lincoln, United States"
200 m individual medley,200,Male,14,02:12.40,132004,,Final,Greg Buckingham,Greg_Buckingham,United States,America,"Sunday, August 21, 1966",,"Lincoln, Nebraska"
200 m butterfly,200,Male,16,02:06.40,126004,,Final,Mark Spitz,Mark_Spitz,United States,America,"Wednesday, July 26, 1967",,"Winnipeg, Canada"
200 m freestyle,200,Male,32,01:56.00,116000,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, July 29, 1967",Pan-American Games,"Winnipeg, Canada"
200 m freestyle,200,Male,33,01:55.70,116000,,Final,Don Schollander,Don_Schollander,United States,America,"Saturday, August 12, 1967",AAU Nationals,"Oak Park, United States"
200 m individual medley,200,Male,15,02:11.30,131003,,Final,Greg Buckingham,Greg_Buckingham,United States,America,"Wednesday, August 23, 1967",,"Oak Park, California"
200 m backstroke,200,Male,17,02:09.40,129004,,Final,Charles Hickcox,Charles_Hickcox,United States,America,"Tuesday, August 29, 1967",1967 Summer Universiade,"Tokyo, Japan"
200 m butterfly,200,Male,17,02:06.00,126000,,Final,John Ferris,John_Ferris,United States,America,"Wednesday, August 30, 1967",,"Tokyo, Japan"
200 m butterfly,200,Male,18,02:05.70,125007,,Final,Mark Spitz,Mark_Spitz,United States,America,"Sunday, October 8, 1967",,"West Berlin, West Germany"
200 m backstroke,200,Male,17,02:07.90,127009,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Wednesday, November 8, 1967",-,"Leipzig, East Germany"
200 m breaststroke,200,Male,35,02:27.40,147004,,Final,Vladimir Kosinsky,Vladimir_Kosinsky,Soviet Union,Europe,"Wednesday, April 3, 1968",,"Tallinn, USSR"
200 m backstroke,200,Male,17,02:07.50,127005,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Wednesday, August 14, 1968",-,"Leipzig, East Germany"
200 m freestyle,200,Male,34,01:54.80,114008,,Final,Don Schollander,Don_Schollander,United States,America,"Friday, August 30, 1968",USA Olympic Trials (elec. 1:54.89),"Long Beach, United States"
200 m freestyle,200,Male,35,01:54.30,114003,,Final,Don Schollander,Don_Schollander,United States,America,"Friday, August 30, 1968",USA Olympic Trials (elec. 1:54.28),"Long Beach, United States"
200 m individual medley,200,Male,16,02:10.60,130006,,Final,Charlie Hickcox,Charlie_Hickcox,United States,America,"Saturday, August 31, 1968",US Olympic Trials,"Los Angeles, California"
200 m breaststroke,200,Male,36,02:26.50,146005,,Final,Nikolai Pankin,Nikolai_Pankin,Soviet Union,Europe,"Saturday, March 22, 1969",,"Minsk, USSR"
200 m breaststroke,200,Male,37,02:25.40,145004,,Final,Nikolai Pankin,Nikolai_Pankin,Soviet Union,Europe,"Saturday, April 19, 1969",,"Magdeburg, East Germany"
200 m freestyle,200,Male,35=,01:54.30,114003,,Final,Mark Spitz,Mark_Spitz,United States,America,"Saturday, July 12, 1969",Santa Clara Invitational,"Santa Clara, United States"
200 m backstroke,200,Male,17,02:07.40,127004,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Saturday, July 12, 1969",-,[6][10]
200 m backstroke,200,Male,17,02:06.60,126006,,Final,Gary Hall,Gary_Hall,United States,America,"Thursday, August 14, 1969",-,"Louisville, United States"
200 m individual medley,200,Male,17,02:09.60,129006,,Final,"Gary Hall, Sr.","Gary_Hall,_Sr.",United States,America,"Sunday, August 17, 1969",,"Louisville, Kentucky"
200 m backstroke,200,Male,17.1,02:06.60,126006,,,Roland Matthes,Roland_Matthes,East Germany,Europe,"Friday, August 29, 1969",-,"Berlin, West Germany"
200 m backstroke,200,Male,17,02:06.30,126003,,Final,Mike Stamm,Mike_Stamm,United States,America,"Thursday, August 20, 1970",-,"Los Angeles, United States"
200 m breaststroke,200,Male,38,02:23.50,143005,,Final,Brian Job,Brian_Job,United States,America,"Saturday, August 22, 1970",,"Los Angeles, United States"
200 m butterfly,200,Male,19,02:05.40,125004,,Final,Mark Spitz,Mark_Spitz,United States,America,"Saturday, August 22, 1970",,"Los Angeles, United States"
200 m butterfly,200,Male,20,02:05.00,125000,,Final,"Gary Hall, Sr.","Gary_Hall,_Sr.",United States,America,"Saturday, August 22, 1970",,"Los Angeles, United States"
200 m individual medley,200,Male,18,02:09.50,129005,,Final,"Gary Hall, Sr.","Gary_Hall,_Sr.",United States,America,"Sunday, August 23, 1970",AAU Championships,"Los Angeles, California"
200 m backstroke,200,Male,17,02:06.10,126001,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Friday, September 11, 1970",-,"Barcelona, Spain"
200 m individual medley,200,Male,19,02:09.30,129003,,Final,Gunnar Larsson,Gunnar_Larsson,Sweden,Europe,"Saturday, September 12, 1970",European Championships,"Barcelona, Spain"
200 m butterfly,200,Male,21,02:03.90,123009,,Final,Mark Spitz,Mark_Spitz,United States,America,"Friday, August 27, 1971",,"Houston, United States"
200 m butterfly,200,Male,22,02:03.30,123003,,Final,Hans-Joachim Fassnacht,Hans-Joachim_Fassnacht,Germany,Europe,"Tuesday, August 31, 1971",,"Landskrona, Sweden"
200 m backstroke,200,Male,17,02:05.60,125006,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Friday, September 3, 1971",-,"Leipzig, East Germany"
200 m freestyle,200,Male,36,01:54.20,114002,,Final,Mark Spitz,Mark_Spitz,United States,America,"Saturday, September 4, 1971",USAvGDR Duel,"Leipzig, East Germany"
200 m freestyle,200,Male,37,01:53.50,113005,,Final,Mark Spitz,Mark_Spitz,United States,America,"Friday, September 10, 1971",USAvUSSRvGBR Meet (1st leg relay),"Minsk, Belorussian SSR, Soviet Union"
200 m backstroke,200,Male,17,02:02.80,122008,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Monday, July 10, 1972",-,"Leipzig, East Germany"
200 m butterfly,200,Male,23,02:01.90,121087,,Final,Mark Spitz,Mark_Spitz,United States,America,"Wednesday, August 2, 1972",,"Chicago, United States"
200 m butterfly,200,Male,24,02:01.50,121053,,Final,Mark Spitz,Mark_Spitz,United States,America,"Wednesday, August 2, 1972",,"Chicago, United States"
200 m individual medley,200,Male,20,02:09.30,129003,,Final,"Gary Hall, Sr.","Gary_Hall,_Sr.",United States,America,"Wednesday, August 2, 1972",,"Chicago, Illinois"
200 m breaststroke,200,Male,39,02:22.80,142079,,Final,John Hencken,John_Hencken,United States,America,"Saturday, August 5, 1972",,"Chicago, United States"
200 m butterfly,200,Male,25,02:00.70,120007,,Final,Mark Spitz,Mark_Spitz,United States,America,"Monday, August 28, 1972",,"Munich, West Germany"
200 m freestyle,200,Male,38,01:52.80,112078,,Final,Mark Spitz,Mark_Spitz,United States,America,"Tuesday, August 29, 1972",1972 Summer Olympics,"Munich, West Germany"
200 m breaststroke,200,Male,40,02:21.60,141055,,Final,John Hencken,John_Hencken,United States,America,"Saturday, September 2, 1972",,"Munich, West Germany"
200 m backstroke,200,Male,17.1,02:02.80,122008,,,Roland Matthes,Roland_Matthes,East Germany,Europe,"Saturday, September 2, 1972",1972 Summer Olympics,"Munich, West Germany"
200 m individual medley,200,Male,21,02:07.20,127017,,Final,Gunnar Larsson,Gunnar_Larsson,Sweden,Europe,"Sunday, September 3, 1972",Olympic Games,"Munich, West Germany"
200 m breaststroke,200,Male,41,02:20.50,140052,,Final,John Hencken,John_Hencken,United States,America,"Friday, August 24, 1973",,"Louisville, United States"
200 m backstroke,200,Male,17,02:01.90,121087,,Final,Roland Matthes,Roland_Matthes,East Germany,Europe,"Thursday, September 6, 1973",-,"Belgrade, Socialist Federal Republic of Yugoslavia"
200 m breaststroke,200,Male,42,02:19.30,139028,,Final,David Wilkie,David_Wilkie,United Kingdom,Europe,"Thursday, September 6, 1973",,"Belgrade, Yugoslavia"
200 m freestyle,200,Male,39,01:51.70,111066,,Final,Tim Shaw,Tim_Shaw,United States,America,"Friday, August 23, 1974",AAU Senior National Outdoor Swimming Championships,"Concord, United States"
200 m breaststroke,200,Male,43,02:18.90,138093,,Final,John Hencken,John_Hencken,United States,America,"Saturday, August 24, 1974",,"Concord, United States"
200 m individual medley,200,Male,22,02:06.30,126032,,Final,David Wilkie,David_Wilkie,United Kingdom,Europe,"Saturday, August 24, 1974",European Championships,"Vienna, Austria"
200 m breaststroke,200,Male,44,02:18.20,138021,,Final,John Hencken,John_Hencken,United States,America,"Sunday, September 1, 1974",,"Concord, United States"
200 m individual medley,200,Male,23,02:06.30,126032,,Final,Steve Furniss,Steve_Furniss,United States,America,"Sunday, September 1, 1974",,"Concord, California"
200 m freestyle,200,Male,40,01:51.40,111041,,Final,Bruce Furniss,Bruce_Furniss,United States,America,"Wednesday, June 18, 1975",USA World Championship Trials,"Long Beach, United States"
200 m freestyle,200,Male,41,01:50.90,110089,,Final,Bruce Furniss,Bruce_Furniss,United States,America,"Wednesday, June 18, 1975",USA World Championship Trials,"Long Beach, United States"
200 m freestyle,200,Male,42,01:50.30,110032,,Final,Bruce Furniss,Bruce_Furniss,United States,America,"Thursday, August 21, 1975",AAU Senior National Outdoor Swimming Championships,"Kansas City, United States"
200 m individual medley,200,Male,24,02:06.10,126008,,Final,Bruce Furniss,Bruce_Furniss,United States,America,"Saturday, August 23, 1975",,"Kansas City, Missouri"
200 m butterfly,200,Male,26,02:00.20,120021,,Final,Roger Pyttel,Roger_Pyttel,East Germany,Europe,"Thursday, June 3, 1976",,"East Berlin, East Germany"
200 m butterfly,200,Male,27,01:59.60,119063,,Final,Roger Pyttel,Roger_Pyttel,East Germany,Europe,"Thursday, June 3, 1976",,"East Berlin, East Germany"
